shape,shape_type,object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter,height,proj,y,color,color_bremm,color_schumann_urban,color_steiger,color_teuling,color_ziegler,style
"[[322.2, 0.3791658604645465], [322.8, 0.3791658604645465], [322.8, 0.31180546625843975], [322.2, 0.31180546625843975], [322.2, 0.3791658604645465]]",rect,80,1610,660,747,187,478,"[[660, 187], [747, 187], [747, 478], [660, 478], [660, 187]]",322.0,25317,703.5,332.5,0.06736039420610679,0.3454856633614931,0.3454856633614931,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[208, 97, 104]","[87, 48, 128]","[215, 82, 156]","[174, 188, 134]","[194, 37, 96]",solid
"[[323.2, 0.3791658604645465], [323.8, 0.3791658604645465], [323.8, 0.31180546625843975], [323.2, 0.31180546625843975], [323.2, 0.3791658604645465]]",rect,80,1615,660,747,187,478,"[[660, 187], [747, 187], [747, 478], [660, 478], [660, 187]]",323.0,25317,703.5,332.5,0.06736039420610679,0.3454856633614931,0.3454856633614931,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[208, 97, 104]","[87, 48, 128]","[215, 82, 156]","[174, 188, 134]","[194, 37, 96]",solid
"[[324.2, 0.3791658604645465], [324.8, 0.3791658604645465], [324.8, 0.31180546625843975], [324.2, 0.31180546625843975], [324.2, 0.3791658604645465]]",rect,80,1620,660,747,187,478,"[[660, 187], [747, 187], [747, 478], [660, 478], [660, 187]]",324.0,25317,703.5,332.5,0.06736039420610679,0.3454856633614931,0.3454856633614931,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[208, 97, 104]","[87, 48, 128]","[215, 82, 156]","[174, 188, 134]","[194, 37, 96]",solid
"[[325.2, 0.38345934453185865], [325.8, 0.38345934453185865], [325.8, 0.31415399443979913], [325.2, 0.31415399443979913], [325.2, 0.38345934453185865]]",rect,80,1625,665,753,189,485,"[[665, 189], [753, 189], [753, 485], [665, 485], [665, 189]]",325.0,26048,709.0,337.0,0.06930535009205947,0.3488066694858289,0.3488066694858289,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[207, 97, 104]","[88, 49, 128]","[214, 83, 156]","[173, 187, 134]","[193, 37, 97]",solid
"[[326.2, 0.37493908211363797], [326.8, 0.37493908211363797], [326.8, 0.3028613051636268], [326.2, 0.3028613051636268], [326.2, 0.37493908211363797]]",rect,80,1630,645,735,193,494,"[[645, 193], [735, 193], [735, 494], [645, 494], [645, 193]]",326.0,27090,690.0,343.5,0.07207777695001118,0.3389001936386324,0.3389001936386324,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[207, 98, 102]","[85, 50, 128]","[216, 84, 155]","[171, 188, 136]","[197, 39, 93]",solid
"[[327.2, 0.38663141452506583], [327.8, 0.38663141452506583], [327.8, 0.3101715003053364], [327.2, 0.3101715003053364], [327.2, 0.38663141452506583]]",rect,80,1635,660,753,196,505,"[[660, 196], [753, 196], [753, 505], [660, 505], [660, 196]]",327.0,28737,706.5,350.5,0.07645991421972946,0.3484014574152011,0.3484014574152011,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[205, 99, 104]","[88, 52, 128]","[215, 86, 156]","[171, 185, 135]","[195, 40, 97]",solid
"[[328.2, 0.38719679501534393], [328.8, 0.38719679501534393], [328.8, 0.3113142480011572], [328.2, 0.3113142480011572], [328.2, 0.38719679501534393]]",rect,80,1640,662,754,196,506,"[[662, 196], [754, 196], [754, 506], [662, 506], [662, 196]]",328.0,28520,708.0,351.0,0.07588254701418674,0.34925552150825057,0.34925552150825057,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[205, 99, 104]","[88, 52, 128]","[215, 86, 156]","[171, 185, 135]","[195, 40, 97]",solid
"[[329.2, 0.4033238531707024], [329.8, 0.4033238531707024], [329.8, 0.32562672351052424], [329.2, 0.32562672351052424], [329.2, 0.4033238531707024]]",rect,80,1645,689,782,197,511,"[[689, 197], [782, 197], [782, 511], [689, 511], [689, 197]]",329.0,29202,735.5,354.0,0.07769712966017817,0.3644752883406133,0.3644752883406133,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[204, 99, 107]","[92, 53, 128]","[213, 87, 158]","[171, 183, 133]","[190, 41, 104]",solid
"[[330.2, 0.4134761661116748], [330.8, 0.4134761661116748], [330.8, 0.3366144894585953], [330.2, 0.3366144894585953], [330.2, 0.4134761661116748]]",rect,80,1650,709,801,196,510,"[[709, 196], [801, 196], [801, 510], [709, 510], [709, 196]]",330.0,28888,755.0,353.0,0.07686167665307947,0.37504532778513505,0.37504532778513505,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[204, 100, 109]","[95, 53, 128]","[211, 87, 159]","[172, 181, 131]","[187, 41, 109]",solid
"[[331.2, 0.4148716782523185], [331.8, 0.4148716782523185], [331.8, 0.3369271055040506], [331.2, 0.3369271055040506], [331.2, 0.4148716782523185]]",rect,80,1655,710,803,196,511,"[[710, 196], [803, 196], [803, 511], [710, 511], [710, 196]]",331.0,29295,756.5,353.5,0.0779445727482679,0.37589939187818455,0.37589939187818455,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[204, 100, 109]","[95, 53, 128]","[211, 87, 159]","[172, 181, 131]","[187, 41, 109]",solid
"[[332.2, 0.4236284790526471], [332.8, 0.4236284790526471], [332.8, 0.34760225540666634], [332.2, 0.34760225540666634], [332.2, 0.4236284790526471]]",rect,80,1660,729,820,195,509,"[[729, 195], [820, 195], [820, 509], [729, 509], [729, 195]]",332.0,28574,774.5,352.0,0.07602622364598077,0.3856153672296567,0.3856153672296567,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[204, 99, 111]","[97, 53, 128]","[210, 86, 161]","[173, 180, 129]","[183, 41, 113]",solid
"[[333.2, 0.4509277981222359], [333.8, 0.4509277981222359], [333.8, 0.3746594527448985], [333.2, 0.3746594527448985], [333.2, 0.4509277981222359]]",rect,80,1665,779,870,193,508,"[[779, 193], [870, 193], [870, 508], [779, 508], [779, 193]]",333.0,28665,824.5,350.5,0.07626834537733741,0.4127936254335672,0.4127936254335672,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[203, 99, 116]","[104, 52, 128]","[206, 86, 165]","[175, 177, 123]","[175, 40, 124]",solid
"[[334.2, 0.46015154499453037], [334.8, 0.46015154499453037], [334.8, 0.38520023540863835], [334.2, 0.38520023540863835], [334.2, 0.46015154499453037]]",rect,80,1670,798,888,191,504,"[[798, 191], [888, 191], [888, 504], [798, 504], [798, 191]]",334.0,28170,843.0,347.5,0.07495130958589202,0.42267589020158436,0.42267589020158436,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[203, 99, 118]","[107, 52, 128]","[205, 85, 166]","[176, 176, 121]","[171, 40, 128]",solid
"[[335.2, 0.4678145633748248], [335.8, 0.4678145633748248], [335.8, 0.39416964686691197], [335.2, 0.39416964686691197], [335.2, 0.4678145633748248]]",rect,80,1675,814,903,190,501,"[[814, 190], [903, 190], [903, 501], [814, 501], [814, 190]]",335.0,27679,858.5,345.5,0.07364491650791286,0.4309921051208684,0.4309921051208684,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[203, 99, 120]","[109, 51, 128]","[203, 85, 168]","[177, 175, 120]","[168, 39, 132]",solid
"[[336.2, 0.4821453914519394], [336.8, 0.4821453914519394], [336.8, 0.41084985394169576], [336.2, 0.41084985394169576], [336.2, 0.4821453914519394]]",rect,80,1680,844,931,187,495,"[[844, 187], [931, 187], [931, 495], [844, 495], [844, 187]]",336.0,26796,887.5,341.0,0.07129553751024362,0.4464976226968176,0.4464976226968176,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[203, 99, 122]","[113, 50, 128]","[201, 84, 170]","[180, 174, 116]","[163, 38, 137]",solid
"[[337.2, 0.49157348831058384], [337.8, 0.49157348831058384], [337.8, 0.42004647178244986], [337.2, 0.42004647178244986], [337.2, 0.49157348831058384]]",rect,80,1685,861,948,187,496,"[[861, 187], [948, 187], [948, 496], [861, 496], [861, 187]]",337.0,26883,904.5,341.5,0.07152701652813401,0.45580998004651685,0.45580998004651685,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[202, 99, 124]","[116, 50, 128]","[200, 84, 171]","[180, 173, 114]","[160, 38, 141]",solid
"[[338.2, 0.49157348831058384], [338.8, 0.49157348831058384], [338.8, 0.42004647178244986], [338.2, 0.42004647178244986], [338.2, 0.49157348831058384]]",rect,80,1690,861,948,187,496,"[[861, 187], [948, 187], [948, 496], [861, 496], [861, 187]]",338.0,26883,904.5,341.5,0.07152701652813401,0.45580998004651685,0.45580998004651685,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[202, 99, 124]","[116, 50, 128]","[200, 84, 171]","[180, 173, 114]","[160, 38, 141]",solid
"[[339.2, 0.502275205746176], [339.8, 0.502275205746176], [339.8, 0.4335232767543602], [339.2, 0.4335232767543602], [339.2, 0.502275205746176]]",rect,80,1695,885,970,183,487,"[[885, 183], [970, 183], [970, 487], [885, 487], [885, 183]]",339.0,25840,927.5,335.0,0.06875192899181576,0.4678992412502681,0.4678992412502681,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[203, 98, 127]","[119, 48, 128]","[198, 82, 173]","[182, 172, 112]","[155, 37, 145]",solid
"[[340.2, 0.502275205746176], [340.8, 0.502275205746176], [340.8, 0.4335232767543602], [340.2, 0.4335232767543602], [340.2, 0.502275205746176]]",rect,80,1700,885,970,183,487,"[[885, 183], [970, 183], [970, 487], [885, 487], [885, 183]]",340.0,25840,927.5,335.0,0.06875192899181576,0.4678992412502681,0.4678992412502681,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[203, 98, 127]","[119, 48, 128]","[198, 82, 173]","[182, 172, 112]","[155, 37, 145]",solid
"[[341.2, 0.4922066815670408], [341.8, 0.4922066815670408], [341.8, 0.4251575867298211], [341.2, 0.4251575867298211], [341.2, 0.4922066815670408]]",rect,80,1705,869,953,182,482,"[[869, 182], [953, 182], [953, 482], [869, 482], [869, 182]]",341.0,25200,911.0,332.0,0.0670490948372197,0.45868213414843095,0.45868213414843095,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[204, 98, 125]","[116, 47, 128]","[199, 81, 172]","[182, 174, 113]","[158, 36, 141]",solid
"[[342.2, 0.49222901447108786], [342.8, 0.49222901447108786], [342.8, 0.4270823046659559], [342.2, 0.4270823046659559], [342.2, 0.49222901447108786]]",rect,80,1710,872,955,179,474,"[[872, 179], [955, 179], [955, 474], [872, 474], [872, 179]]",342.0,24485,913.5,326.5,0.06514670980513192,0.4596556595685219,0.4596556595685219,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[204, 97, 125]","[117, 46, 128]","[199, 80, 173]","[183, 174, 113]","[157, 35, 141]",solid
"[[343.2, 0.4609275384620124], [343.8, 0.4609275384620124], [343.8, 0.398212688683913], [343.2, 0.398212688683913], [343.2, 0.4609275384620124]]",rect,80,1715,884,965,177,468,"[[884, 177], [965, 177], [965, 468], [884, 468], [884, 177]]",343.0,23571,924.5,322.5,0.06271484977809942,0.46537416262431597,0.4295701135729627,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[205, 97, 126]","[118, 45, 128]","[198, 79, 174]","[185, 174, 111]","[155, 34, 142]",solid
"[[344.2, 0.41928393869921876], [344.8, 0.41928393869921876], [344.8, 0.3565690889211194], [344.2, 0.3565690889211194], [344.2, 0.41928393869921876]]",rect,80,1720,884,965,177,468,"[[884, 177], [965, 177], [965, 468], [884, 468], [884, 177]]",344.0,23571,924.5,322.5,0.06271484977809942,0.46537416262431597,0.38792651381016907,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[205, 97, 126]","[118, 45, 128]","[198, 79, 174]","[185, 174, 111]","[155, 34, 142]",solid
"[[345.2, 0.3916004324905296], [345.8, 0.3916004324905296], [345.8, 0.3297476425031945], [345.2, 0.3297476425031945], [345.2, 0.3916004324905296]]",rect,80,1725,868,949,176,463,"[[868, 176], [949, 176], [949, 463], [868, 463], [868, 176]]",345.0,23247,908.5,319.5,0.06185278998733517,0.4564299036920482,0.36067403749686205,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[205, 96, 125]","[116, 44, 128]","[199, 79, 173]","[184, 175, 113]","[157, 34, 139]",solid
"[[346.2, 0.3692885980581611], [346.8, 0.3692885980581611], [346.8, 0.30905083983932563], [346.2, 0.30905083983932563], [346.2, 0.3692885980581611]]",rect,80,1730,845,925,174,457,"[[845, 174], [925, 174], [925, 457], [845, 457], [845, 174]]",346.0,22640,885.0,315.5,0.06023775821883547,0.44332188304755726,0.33916971894874337,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[207, 96, 122]","[113, 43, 128]","[201, 78, 171]","[184, 177, 115]","[161, 33, 133]",solid
"[[347.2, 0.3600662951438189], [347.8, 0.3600662951438189], [347.8, 0.3002542454636324], [347.2, 0.3002542454636324], [347.2, 0.3600662951438189]]",rect,80,1735,810,890,175,456,"[[810, 175], [890, 175], [890, 456], [810, 456], [810, 175]]",347.0,22480,850.0,315.5,0.05981204968018646,0.424222511177703,0.33016027030372563,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[207, 95, 119]","[108, 43, 128]","[204, 78, 168]","[183, 180, 118]","[167, 33, 126]",solid
"[[348.2, 0.347300541051817], [348.8, 0.347300541051817], [348.8, 0.2869563556983193], [348.2, 0.2869563556983193], [348.2, 0.347300541051817]]",rect,80,1740,767,848,176,456,"[[767, 176], [848, 176], [848, 456], [767, 456], [767, 176]]",348.0,22680,807.5,316.0,0.060344185353497726,0.40106593634864984,0.31712844837506815,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[208, 95, 114]","[102, 43, 128]","[207, 78, 165]","[181, 183, 123]","[174, 33, 117]",solid
"[[349.2, 0.34384043359194505], [349.8, 0.34384043359194505], [349.8, 0.28414279308152046], [349.2, 0.28414279308152046], [349.2, 0.34384043359194505]]",rect,80,1745,731,812,177,454,"[[731, 177], [812, 177], [812, 454], [731, 454], [731, 177]]",349.0,22437,771.5,315.5,0.05969764051042454,0.38138534855531536,0.31399161333673276,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[209, 95, 111]","[97, 43, 128]","[210, 78, 162]","[180, 185, 126]","[180, 33, 109]",solid
"[[350.2, 0.3340873552061022], [350.8, 0.3340873552061022], [350.8, 0.2750362595387509], [350.2, 0.2750362595387509], [350.2, 0.3340873552061022]]",rect,80,1750,719,800,176,450,"[[719, 176], [800, 176], [800, 450], [719, 450], [719, 176]]",350.0,22194,759.5,313.0,0.059051095667351346,0.37465939456394376,0.30456180737242655,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[210, 95, 110]","[95, 42, 128]","[210, 77, 161]","[180, 187, 127]","[182, 32, 106]",solid
"[[351.2, 0.36227479315249883], [351.8, 0.36227479315249883], [351.8, 0.30510213641193623], [351.2, 0.30510213641193623], [351.2, 0.36227479315249883]]",rect,80,1755,745,824,173,445,"[[745, 173], [824, 173], [824, 445], [745, 445], [745, 173]]",351.0,21488,784.5,309.0,0.05717265674056257,0.38801764636767966,0.33368846478221753,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[210, 94, 112]","[99, 41, 128]","[209, 76, 163]","[182, 185, 124]","[177, 32, 111]",solid
"[[352.2, 0.38545251453330404], [352.8, 0.38545251453330404], [352.8, 0.3294186281336276], [352.2, 0.3294186281336276], [352.2, 0.38545251453330404]]",rect,80,1760,783,861,171,441,"[[783, 171], [861, 171], [861, 441], [783, 441], [783, 171]]",352.0,21060,822.0,306.0,0.056033886399676464,0.4082681415793321,0.3574355713334658,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[210, 94, 116]","[104, 40, 128]","[206, 75, 166]","[184, 183, 120]","[171, 31, 118]",solid
"[[353.2, 0.4042414479680036], [353.8, 0.4042414479680036], [353.8, 0.3489259447272974], [353.2, 0.3489259447272974], [353.2, 0.4042414479680036]]",rect,80,1765,809,886,170,440,"[[809, 170], [886, 170], [886, 440], [809, 440], [809, 170]]",353.0,20790,847.5,305.0,0.05531550324070625,0.4221123590586859,0.3765836963476505,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[209, 94, 119]","[108, 40, 128]","[204, 75, 169]","[185, 181, 118]","[166, 31, 124]",solid
"[[354.2, 0.4523213591290947], [354.8, 0.4523213591290947], [354.8, 0.3972107281226133], [354.2, 0.3972107281226133], [354.2, 0.4523213591290947]]",rect,80,1770,794,871,169,438,"[[794, 169], [871, 169], [871, 438], [794, 438], [794, 169]]",354.0,20713,832.5,303.5,0.05511063100648141,0.4138203552185812,0.424766043625854,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[210, 94, 117]","[105, 40, 128]","[205, 74, 167]","[185, 183, 119]","[169, 30, 120]",solid
"[[355.2, 0.5022602019219301], [355.8, 0.5022602019219301], [355.8, 0.44714957091544866], [355.2, 0.44714957091544866], [355.2, 0.5022602019219301]]",rect,80,1775,794,871,169,438,"[[794, 169], [871, 169], [871, 438], [794, 438], [794, 169]]",355.0,20713,832.5,303.5,0.05511063100648141,0.4138203552185812,0.47470488641868935,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[210, 94, 117]","[105, 40, 128]","[205, 74, 167]","[185, 183, 119]","[169, 30, 120]",solid
"[[356.2, 0.6492478717363863], [356.8, 0.6492478717363863], [356.8, 0.5937274962614552], [356.2, 0.5937274962614552], [356.2, 0.6492478717363863]]",rect,80,1780,817,894,169,440,"[[817, 169], [894, 169], [894, 440], [817, 440], [817, 169]]",356.0,20867,855.5,304.5,0.05552037547493109,0.42644241018745405,0.6214876839989207,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[209, 94, 119]","[109, 40, 128]","[203, 75, 169]","[185, 181, 117]","[164, 31, 126]",solid
"[[357.2, 0.6107776044265969], [357.8, 0.6107776044265969], [357.8, 0.5557760612331444], [357.2, 0.5557760612331444], [357.2, 0.6107776044265969]]",rect,80,1785,857,933,169,441,"[[857, 169], [933, 169], [933, 441], [857, 441], [857, 169]]",357.0,20672,895.0,305.0,0.0550015431934526,0.448032935167774,0.5832768328298706,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[208, 94, 123]","[114, 40, 128]","[200, 75, 172]","[187, 178, 113]","[158, 31, 134]",solid
"[[358.2, 0.599486852112877], [358.8, 0.599486852112877], [358.8, 0.5431469877010465], [358.2, 0.5431469877010465], [358.2, 0.599486852112877]]",rect,80,1790,873,950,169,444,"[[873, 169], [950, 169], [950, 444], [873, 444], [873, 169]]",358.0,21175,911.5,306.5,0.05633986441183044,0.45714348351658673,0.5713169199069618,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[207, 95, 125]","[117, 41, 128]","[199, 75, 173]","[187, 177, 111]","[155, 31, 138]",solid
"[[359.2, 0.5983775587678437], [359.8, 0.5983775587678437], [359.8, 0.5414230776533389], [359.2, 0.5414230776533389], [359.2, 0.5983775587678437]]",rect,80,1795,909,986,169,447,"[[909, 169], [986, 169], [986, 447], [909, 447], [909, 169]]",359.0,21406,947.5,308.0,0.056954481114504955,0.47689511047860417,0.5699003182105913,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[206, 95, 129]","[122, 41, 128]","[196, 76, 176]","[188, 174, 108]","[149, 32, 146]",solid
"[[360.2, 0.5695826545927767], [360.8, 0.5695826545927767], [360.8, 0.512218429009822], [360.2, 0.512218429009822], [360.2, 0.5695826545927767]]",rect,80,1800,926,1003,169,449,"[[926, 169], [1003, 169], [1003, 449], [926, 449], [926, 169]]",360.0,21560,964.5,309.0,0.05736422558295463,0.48624298741264477,0.5409005418012993,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[206, 95, 130]","[124, 41, 128]","[194, 76, 177]","[189, 173, 106]","[147, 32, 149]",solid
"[[361.2, 0.5833870932498003], [361.8, 0.5833870932498003], [361.8, 0.5266374843695202], [361.2, 0.5266374843695202], [361.2, 0.5833870932498003]]",rect,80,1805,895,972,170,447,"[[895, 170], [972, 170], [972, 447], [895, 447], [895, 170]]",361.0,21329,933.5,308.5,0.05674960888028012,0.46929088131500385,0.5550122888096602,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[207, 95, 127]","[120, 41, 128]","[197, 76, 175]","[188, 175, 109]","[152, 32, 143]",solid
"[[362.2, 0.5691875781432338], [362.8, 0.5691875781432338], [362.8, 0.5124379692629537], [362.2, 0.5124379692629537], [362.2, 0.5691875781432338]]",rect,80,1810,895,972,170,447,"[[895, 170], [972, 170], [972, 447], [895, 447], [895, 170]]",362.0,21329,933.5,308.5,0.05674960888028012,0.46929088131500385,0.5408127737030938,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[207, 95, 127]","[120, 41, 128]","[197, 76, 175]","[188, 175, 109]","[152, 32, 143]",solid
"[[363.2, 0.5666877136540207], [363.8, 0.5666877136540207], [363.8, 0.5099381047737406], [363.2, 0.5099381047737406], [363.2, 0.5666877136540207]]",rect,80,1815,895,972,170,447,"[[895, 170], [972, 170], [972, 447], [895, 447], [895, 170]]",363.0,21329,933.5,308.5,0.05674960888028012,0.46929088131500385,0.5383129092138806,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[207, 95, 127]","[120, 41, 128]","[197, 76, 175]","[188, 175, 109]","[152, 32, 143]",solid
"[[364.2, 0.5843983458010219], [364.8, 0.5843983458010219], [364.8, 0.5276487369207418], [364.2, 0.5276487369207418], [364.2, 0.5843983458010219]]",rect,80,1820,895,972,170,447,"[[895, 170], [972, 170], [972, 447], [895, 447], [895, 170]]",364.0,21329,933.5,308.5,0.05674960888028012,0.46929088131500385,0.5560235413608818,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[207, 95, 127]","[120, 41, 128]","[197, 76, 175]","[188, 175, 109]","[152, 32, 143]",solid
