timestep,object1,object2,y_bottom,y_center,y_top,area_1d,area_2d,intersection_1d,intersection_2d,spurious_intersection,shape_type
203.0,375,406,0.16113630423626843,0,0.19002062858360402,0.007327508221496421,4590.0,True,True,False,rect
204.0,375,378,0.16839924080017585,0,0.19092720452980835,0.010588967763221315,6278.0,True,True,False,rect
204.0,375,406,0.16122871260230653,0,0.19092720452980835,0.006839007673396667,4284.0,True,True,False,rect
204.0,378,406,0.16122871260230653,0,0.1875561250393815,0.007744170453699172,4851.0,True,True,False,rect
205.0,378,406,0.16122871260230653,0,0.1875561250393815,0.007744170453699172,4851.0,True,True,False,rect
205.0,375,406,0.16122871260230653,0,0.19092720452980835,0.006839007673396667,4284.0,True,True,False,rect
205.0,375,378,0.16839924080017585,0,0.19092720452980835,0.010588967763221315,6278.0,True,True,False,rect
206.0,378,406,0.16122871260230653,0,0.1875561250393815,0.007744170453699172,4851.0,True,True,False,rect
206.0,375,406,0.16122871260230653,0,0.19092720452980835,0.006839007673396667,4284.0,True,True,False,rect
206.0,375,378,0.16839924080017585,0,0.19092720452980835,0.010588967763221315,6278.0,True,True,False,rect
207.0,378,406,0.16137765760963846,0,0.1877050700467134,0.007744170453699172,4851.0,True,True,False,rect
207.0,375,406,0.16137765760963846,0,0.19216436698906184,0.00610625685124702,3825.0,True,True,False,rect
207.0,375,378,0.16854818580750777,0,0.19216436698906184,0.009856216941071668,5840.0,True,True,False,rect
208.0,378,406,0.16128524924360746,0,0.1876126616806824,0.007744170453699172,4851.0,True,True,False,rect
208.0,375,378,0.16845577744147677,0,0.19125779104286458,0.010344717489171438,6132.0,True,True,False,rect
208.0,375,406,0.16128524924360746,0,0.19125779104286458,0.006594757399346791,4131.0,True,True,False,rect
209.0,375,378,0.16940550087913292,0,0.1913427940113899,0.010786922233693123,6380.0,True,True,False,rect
209.0,378,406,0.16137025221213278,0,0.18843467255674384,0.007225338172220654,4526.0,True,True,False,rect
209.0,375,406,0.16137025221213278,0,0.1913427940113899,0.006594757399346791,4131.0,True,True,False,rect
210.0,378,406,0.16115552621303325,0,0.1954915805334428,0.0025462691967945116,1595.0,True,True,False,rect
210.0,375,378,0.17336803991552685,0,0.1954915805334428,0.01051712944732428,6090.0,True,True,False,rect
210.0,375,406,0.16115552621303325,0,0.1943873990113219,0.004640755206947743,2907.0,True,True,False,rect
211.0,378,406,0.16115552621303325,0,0.1954915805334428,0.0025462691967945116,1595.0,True,True,False,rect
211.0,375,406,0.16115552621303325,0,0.1943873990113219,0.004640755206947743,2907.0,True,True,False,rect
211.0,375,378,0.17336803991552685,0,0.1954915805334428,0.01051712944732428,6090.0,True,True,False,rect
212.0,378,406,0.1620479118746193,0,0.1956123694687275,0.003009227232575332,1885.0,True,True,False,rect
212.0,375,378,0.17344625799694668,0,0.1956123694687275,0.010491586935005346,6090.0,True,True,False,rect
212.0,375,406,0.1620479118746193,0,0.19446561709274174,0.005129255755047496,3213.0,True,True,False,rect
213.0,375,378,0.16880228969992128,0,0.1908114211480753,0.010743819244154892,6380.0,True,True,False,rect
213.0,375,406,0.1608974142728824,0,0.1908114211480753,0.006551654409808576,4104.0,True,True,False,rect
213.0,378,406,0.1608974142728824,0,0.1878314613775322,0.0072253381722206704,4526.0,True,True,False,rect
214.0,375,378,0.16880228969992128,0,0.1908114211480753,0.010743819244154892,6380.0,True,True,False,rect
214.0,378,406,0.1608974142728824,0,0.1878314613775322,0.0072253381722206704,4526.0,True,True,False,rect
214.0,375,406,0.1608974142728824,0,0.1908114211480753,0.006551654409808576,4104.0,True,True,False,rect
215.0,378,406,0.16198698929279523,0,0.18814411831441058,0.007691489022041362,4818.0,True,True,False,rect
215.0,375,378,0.16911494663679966,0,0.19251029151392954,0.009832270835772662,5840.0,True,True,False,rect
215.0,375,406,0.16198698929279523,0,0.19251029151392954,0.006106256851247036,3825.0,True,True,False,rect
216.0,378,406,0.1624897368852791,0,0.18941580195482924,0.006992262747310317,4380.0,True,True,False,rect
216.0,375,406,0.1624897368852791,0,0.1962617273919787,0.003908004384798096,2448.0,True,True,False,rect
216.0,375,378,0.17078307135383522,0,0.1962617273919787,0.008095379998084613,4851.0,True,True,False,rect
217.0,375,406,0.1637870647607704,0,0.19865525475449122,0.0034195038366983416,2142.0,True,True,False,rect
217.0,375,378,0.17074473868931525,0,0.19865525475449122,0.006805483125978065,4263.0,True,True,False,rect
217.0,378,406,0.1637870647607704,0,0.18937746929030927,0.007793659071317112,4672.0,True,True,False,rect
218.0,375,378,0.17207970652713506,0,0.2018633401623667,0.005434169495854868,3404.0,True,True,False,rect
218.0,378,406,0.16415088499479716,0,0.19071243712812908,0.00721097050904126,4380.0,True,True,False,rect
218.0,375,406,0.16415088499479716,0,0.2018633401623667,0.0014655016442992942,918.0,True,True,False,rect
219.0,375,378,0.17207970652713506,0,0.2018633401623667,0.005434169495854868,3404.0,True,True,False,rect
219.0,378,406,0.16415088499479716,0,0.19071243712812908,0.00721097050904126,4380.0,True,True,False,rect
219.0,375,406,0.16415088499479716,0,0.2018633401623667,0.0014655016442992942,918.0,True,True,False,rect
220.0,375,378,0.17122713518085744,0,0.2018701679284868,0.005233022211343206,3278.0,True,True,False,rect
220.0,378,406,0.1649718803410835,0,0.19038401942006308,0.008215110524579678,5032.0,True,True,False,rect
220.0,375,406,0.1649718803410835,0,0.2018701679284868,0.0019540021923990644,1224.0,True,True,False,rect
221.0,375,378,0.17242668035238168,0,0.2016861603494017,0.0056704377348050766,3552.0,True,True,False,rect
221.0,378,406,0.16817491632262463,0,0.1910594109533757,0.009417205010589853,5733.0,True,True,False,rect
221.0,375,406,0.16817491632262463,0,0.2016861603494017,0.003908004384798096,2448.0,True,True,False,rect
222.0,375,378,0.17582110048032815,0,0.20817761009601976,0.0032630559487448045,2044.0,True,True,False,rect
222.0,378,406,0.1717422805443973,0,0.19420372731486588,0.009442747522908803,5760.0,True,True,False,rect
222.0,375,406,0.1717422805443973,0,0.20817761009601976,0.0016762273709305523,1050.0,True,True,False,rect
223.0,375,378,0.18343890445501868,0,0.21918511830970308,0.0006944370536712304,435.0,True,True,False,rect
223.0,378,406,0.18343890445501868,0,0.20278469685824982,0.010534689924543561,6292.0,True,True,False,rect
223.0,375,406,0.18362781261904418,0,0.21918511830970308,0.0016538776726514896,1036.0,True,True,False,rect
224.0,378,406,0.17186641133858746,0,0.1908716369109207,0.009974351060533982,6248.0,True,True,False,rect
225.0,378,406,0.1930140393835393,0,0.22564459887105243,0.0011254669490136575,705.0,True,True,False,rect
225.0,375,406,0.20802026537098323,0,0.2394854477338396,0.002040208171498808,1278.0,True,True,False,rect
226.0,375,406,0.21418502325078934,0,0.24597480837420507,0.00044060833762137876,276.0,True,True,False,rect
226.0,378,406,0.20353698842780205,0,0.23069187183690484,0.0030842583624949185,1932.0,True,True,False,rect
227.0,375,406,0.23064027119230002,0,0.2591042083577414,0.0012930896861334464,810.0,True,True,False,rect
230.0,375,406,0.25043636133889474,0,0.2747815683928716,0.001206883707078167,756.0,True,True,False,rect
231.0,375,406,0.25714229766118024,0,0.2807132473104779,0.0005842849693107665,366.0,True,True,False,rect
245.0,224,617,-0.04478168001819815,0,0.06250219307809107,0.009607177445959224,6018.0,True,True,False,rect
246.0,224,617,-0.045308815927265204,0,0.061897897496385065,0.009932844478031028,6222.0,True,True,False,rect
247.0,224,617,-0.0459525563016796,0,0.061059927601217125,0.009865795383190764,6180.0,True,True,False,rect
248.0,224,617,-0.04478168001819815,0,0.06250219307809107,0.009607177445959224,6018.0,True,True,False,rect
249.0,224,617,-0.04601022626934669,0,0.06100225763354612,0.009770010961997075,6120.0,True,True,False,rect
250.0,224,617,-0.046678468284894664,0,0.06240668406555076,0.009578442119601882,6000.0,True,True,False,rect
251.0,224,617,-0.01345522070669259,0,0.09562993164375336,0.009578442119601573,6000.0,True,True,False,rect
252.0,224,617,-0.01345522070669259,0,0.09562993164375336,0.009578442119601573,6000.0,True,True,False,rect
253.0,224,617,-0.01345522070669259,0,0.09562993164375336,0.009578442119601573,6000.0,True,True,False,rect
254.0,224,617,-0.01345522070669259,0,0.09562993164375336,0.009578442119601573,6000.0,True,True,False,rect
255.0,224,617,-0.011228134583481528,0,0.09769737706496893,0.009674226540798869,6060.0,True,True,False,rect
256.0,224,617,-0.011228134583481528,0,0.09769737706496893,0.009674226540798869,6060.0,True,True,False,rect
257.0,224,617,-0.011228134583481528,0,0.09769737706496893,0.009674226540798869,6060.0,True,True,False,rect
258.0,224,617,-0.011228134583481528,0,0.09769737706496893,0.009674226540798869,6060.0,True,True,False,rect
259.0,224,617,-0.010682438244342191,0,0.09824307340410708,0.009674226540799582,6060.0,True,True,False,rect
260.0,224,617,-0.04722416462403281,0,0.06186098772641142,0.009578442119602598,6000.0,True,True,False,rect
261.0,224,617,-0.01423685097337641,0,0.09488555087419961,0.009835463649811953,6161.0,True,True,False,rect
262.0,224,617,-0.011989274720505823,0,0.0966355802725252,0.009674226540798015,6060.0,True,True,False,rect
263.0,224,617,-0.011989274720505823,0,0.0966355802725252,0.009674226540798015,6060.0,True,True,False,rect
264.0,224,617,-0.011989274720505823,0,0.0966355802725252,0.009674226540798015,6060.0,True,True,False,rect
265.0,224,617,-0.013589802263563655,0,0.09957417002281013,0.009543321165164839,5978.0,True,True,False,rect
266.0,224,617,-0.012166826704849143,0,0.10069116756937066,0.009543321165164839,5978.0,True,True,False,rect
267.0,224,617,-0.012166826704849143,0,0.10069116756937066,0.009543321165164839,5978.0,True,True,False,rect
268.0,224,617,-0.013589802263563655,0,0.09957417002281013,0.009543321165164839,5978.0,True,True,False,rect
269.0,224,617,-0.013589802263563655,0,0.09957417002281013,0.009543321165164839,5978.0,True,True,False,rect
270.0,224,617,-0.013589802263563655,0,0.09957417002281013,0.009543321165164839,5978.0,True,True,False,rect
271.0,224,617,-0.013589802263563655,0,0.09957417002281013,0.009543321165164839,5978.0,True,True,False,rect
272.0,224,617,-0.013589802263563655,0,0.09957417002281013,0.009543321165164839,5978.0,True,True,False,rect
273.0,224,617,-0.012585805566466608,0,0.09990767577153227,0.009482657698408978,5940.0,True,True,False,rect
274.0,224,617,-0.012585805566466608,0,0.09990767577153227,0.009482657698408978,5940.0,True,True,False,rect
275.0,224,617,-0.012121195599011259,0,0.10057449729484992,0.00964070199338002,6039.0,True,True,False,rect
276.0,224,617,-0.011221564718621974,0,0.10127191661938119,0.009482657698406408,5940.0,True,True,False,rect
277.0,224,617,-0.046672522746415174,0,0.06582095859158875,0.009386873277209924,5880.0,True,True,False,rect
278.0,224,617,-0.046672522746415174,0,0.06582095859158875,0.009386873277209924,5880.0,True,True,False,rect
279.0,224,617,-0.00895789426787365,0,0.1032296090579792,0.009386873277208182,5880.0,True,True,False,rect
280.0,224,617,-0.04458931202859012,0,0.062236924388647794,0.009607177445961401,6018.0,True,True,False,rect
281.0,224,617,-0.011228394838838085,0,0.09568032260775691,0.009932844478031607,6222.0,True,True,False,rect
282.0,224,617,-0.04601022626934669,0,0.06100225763354612,0.009770010961997075,6120.0,True,True,False,rect
283.0,224,617,-0.04601022626934669,0,0.06100225763354612,0.009770010961997075,6120.0,True,True,False,rect
284.0,224,617,-0.010878451315138357,0,0.09583603661070025,0.009770010961997016,6120.0,True,True,False,rect
285.0,224,617,-0.006014211517096598,0,0.10113662766086469,0.009770010961992552,6120.0,True,True,False,rect
313.0,80,617,0.04217709182813056,0,0.20163686769258585,0.026149146986516127,16380.0,True,True,False,rect
351.0,91,1108,-0.08180885507826564,0,0.0825971218696162,0.037669002079216,21714.0,True,True,False,rect
352.0,86,617,0.16841729789181623,0,0.31015163447827154,0.0016889986270905019,1058.0,True,True,False,rect
352.0,91,92,-0.04543738649851544,0,0.1566810456169367,0.0322410361745843,20196.0,True,True,False,rect
352.0,92,1108,-0.024364813835389257,0,0.1566810456169367,0.09051627803025002,30415.0,True,True,False,rect
352.0,91,1108,-0.04543738649851544,0,0.13672329718939763,0.02610444758995852,16352.0,True,True,False,rect
352.0,80,592,0.3294186281336276,0,0.6941151511591483,0.005432573088828847,3403.0,True,True,False,rect
353.0,91,1108,-0.032933536138260396,0,0.17569291526178857,0.009953597769287632,6235.0,True,True,False,rect
353.0,92,1108,-0.0006967570490638147,0,0.18082004247414263,0.0920807569097852,42660.0,True,True,False,rect
353.0,86,617,0.19543874065743258,0,0.32969124967710967,0.0011206777280071004,702.0,True,True,False,rect
353.0,80,592,0.3489259447272974,0,0.6575327071074337,0.01167612094379634,7314.0,True,True,False,rect
353.0,91,92,-0.032933536138260396,0,0.18082004247414263,0.023706644246017865,14850.0,True,True,False,rect
354.0,80,592,0.3972107281226133,0,0.6584707189698805,0.015408520556401158,9652.0,True,True,False,rect
354.0,92,1108,-0.005865548204798815,0,0.2221572484874454,0.05612168878577521,35155.0,True,True,False,rect
355.0,92,1108,0.1060029781801648,0,0.2976303554962859,0.080419003629168,50375.0,True,True,False,rect
355.0,80,592,0.44714957091544866,0,0.6739324914888828,0.018069731058628555,11319.0,True,True,False,rect
356.0,80,592,0.442510501976593,0,0.6492478717363863,0.019667734485585578,12320.0,True,True,False,rect
356.0,92,1108,0.1347353346199252,0,0.33243970132526024,0.07701067464160963,48240.0,True,True,False,rect
356.0,86,592,0.3517387988231584,0,0.6265070537374299,0.01426708953714981,8937.0,True,True,False,rect
357.0,80,592,0.408315944801859,0,0.6107776044265969,0.009498621768606434,5950.0,True,True,False,rect
357.0,92,1108,0.1956112056015522,0,0.39304152243513246,0.08004704079352355,50142.0,True,True,False,rect
357.0,91,93,-0.09897271751548624,0,0.15077185736132503,0.024910335139047595,15604.0,True,True,False,rect
357.0,86,592,0.408315944801859,0,0.5716070975141545,0.06883707069954816,38976.0,True,True,False,rect
357.0,80,86,0.452328886341434,0,0.6107776044265969,0.006768765764519559,4240.0,True,True,False,rect
358.0,92,1108,0.187544131196753,0,0.3900270762484229,0.08582284139164473,53760.0,True,True,False,rect
358.0,91,93,-0.10359314916425477,0,0.17525392568595638,0.006704909483717825,4200.0,True,True,False,rect
358.0,86,592,0.4023172817592196,0,0.6480442323025302,0.005858813763157222,3670.0,True,True,False,rect
358.0,80,86,0.5339011303772634,0,0.6480442323025302,0.033803918647099564,16786.0,True,True,False,rect
358.0,80,592,0.4023172817592196,0,0.599486852112877,0.00031129936888713087,195.0,True,True,False,rect
359.0,592,1108,0.24580947200844372,0,0.5303663626332774,0.0005794957482360139,363.0,True,True,False,rect
359.0,92,592,0.22435908301726654,0,0.5303663626332774,0.001666648928810973,1044.0,True,True,False,rect
359.0,92,1108,0.22435908301726654,0,0.4109231894018303,0.09798107725546075,59321.0,True,True,False,rect
359.0,80,86,0.5414230776533389,0,0.7031710369130347,0.006379242451653819,3996.0,True,True,False,rect
360.0,83,86,0.5845662648140415,0,0.7192923745829309,0.0004597652217752387,288.0,True,True,False,rect
360.0,592,1108,0.2922508360723245,0,0.4972348187885572,0.05690073541150308,35643.0,True,True,False,rect
361.0,592,1108,0.3040704086678995,0,0.5109009021705226,0.04709081427400925,29498.0,True,True,False,rect
362.0,80,92,0.5124379692629537,0,0.6873882145774965,0.022986664680029262,14399.0,True,True,False,rect
362.0,592,1108,0.26174140366658827,0,0.5056936817394065,0.023749747235555573,14877.0,True,True,False,rect
363.0,80,1108,0.3278519200801257,0,0.5666877136540207,0.0031608858994898047,1980.0,True,True,False,rect
363.0,80,92,0.5099381047737406,0,0.6979735662950176,0.015224933749104762,9537.0,True,True,False,rect
363.0,93,592,0.03702979707164118,0,0.32262967361616585,0.008352401528293456,5232.0,True,True,False,rect
364.0,80,1108,0.35844555687795815,0,0.5843983458010219,0.013189514798693647,8262.0,True,True,False,rect
364.0,80,92,0.5169262031035198,0,0.6758405399028302,0.03404976532816937,10044.0,True,True,False,rect
364.0,92,1108,0.35844555687795815,0,0.6758405399028302,0.019623035089027085,12292.0,True,True,False,rect
364.0,93,592,0.07614545364364102,0,0.3501234870830431,0.011379189238090802,7128.0,True,True,False,rect
365.0,83,92,0.5767978823505927,0,0.7566916680701997,0.0007982035099669407,500.0,True,True,False,rect
365.0,93,592,0.11029835062998762,0,0.35378500998865503,0.02451282979108605,15355.0,True,True,False,rect
365.0,80,92,0.5303850089243839,0,0.7374283566963319,0.006202041272443028,3885.0,True,True,False,rect
365.0,80,1108,0.3606177650678903,0,0.587134617804664,0.013879162631305012,8694.0,True,True,False,rect
366.0,93,592,0.08613993873185276,0,0.32907317699027916,0.017236406594225914,10797.0,True,True,False,rect
366.0,83,92,0.5662173112587583,0,0.7403507283147108,0.0010791711455112782,676.0,True,True,False,rect
366.0,80,1108,0.3348484454527294,0,0.560442042796308,0.014999840359298591,9396.0,True,True,False,rect
367.0,93,592,0.13935981818685317,0,0.36290469318818397,0.019779482976980255,12390.0,True,True,False,rect
367.0,83,92,0.5873009852668095,0,0.7620570010606493,0.0003240706250148396,203.0,True,True,False,rect
367.0,80,1108,0.3700539359591182,0,0.5878118355131885,0.017648279605368834,11055.0,True,True,False,rect
367.0,80,92,0.530117685812781,0,0.7411786579182288,0.00030651014782739954,192.0,True,True,False,rect
368.0,93,592,0.1702456505267193,0,0.39979567660136794,0.013780185396068718,8632.0,True,True,False,rect
368.0,80,1108,0.4140683535630861,0,0.6282556227492383,0.020018944029970367,12540.0,True,True,False,rect
368.0,80,92,0.4140683535630861,0,0.5818986235687266,0.024032311278084483,15054.0,True,True,False,rect
368.0,92,1108,0.43170865113335444,0,0.6282556227492383,0.08610061621311257,32340.0,True,True,False,rect
369.0,83,86,0.6297105309757571,0,0.8127306137760252,0.0006257915518397288,392.0,True,True,False,rect
369.0,91,592,0.09273481764788716,0,0.20172684625548573,0.016858058130510722,10560.0,True,True,False,rect
369.0,80,1108,0.39996747268561256,0,0.6141547418717648,0.020018944029970367,12540.0,True,True,False,rect
369.0,80,92,0.39996747268561256,0,0.567797742691253,0.024032311278084483,15054.0,True,True,False,rect
369.0,93,592,0.14412848097627415,0,0.38441168358162026,0.0023275614350576393,1458.0,True,True,False,rect
369.0,92,1108,0.4176077702558809,0,0.6141547418717648,0.08610061621311257,32340.0,True,True,False,rect
370.0,91,93,0.05882640243611451,0,0.3105585040526919,0.0015006225987682822,940.0,True,True,False,rect
370.0,80,92,0.5003127637987573,0,0.6530702908578563,0.027624227072935617,7752.0,True,True,False,rect
370.0,92,1108,0.32166683623306513,0,0.6530702908578563,0.005019103670672077,3144.0,True,True,False,rect
370.0,91,592,0.04239937420098279,0,0.1377527655016417,0.023634805930113103,14805.0,True,True,False,rect
370.0,83,86,0.6641786230382295,0,0.8424493949542649,0.0020561722416581607,1288.0,True,True,False,rect
370.0,80,1108,0.32166683623306513,0,0.5584219793243478,0.012260405913092052,7680.0,True,True,False,rect
371.0,91,592,0.03814953067823358,0,0.16833918383223845,0.001455923202157641,912.0,True,True,False,rect
371.0,80,92,0.4923454204623282,0,0.6388317286114539,0.0341726886687042,11564.0,True,True,False,rect
371.0,80,1108,0.3228974580098213,0,0.5616720559813201,0.011877268228307886,7440.0,True,True,False,rect
371.0,92,1108,0.3228974580098213,0,0.6388317286114539,0.01930056087100038,12090.0,True,True,False,rect
371.0,91,93,0.08890197052033244,0,0.31105797141432245,0.022413554559870173,14040.0,True,True,False,rect
371.0,83,86,0.6506712152069526,0,0.8250387719592565,0.002011472845096139,1260.0,True,True,False,rect
372.0,80,1108,0.36585002939276773,0,0.6001493663517188,0.016331243813923344,10230.0,True,True,False,rect
372.0,83,86,0.6801529050539462,0,0.858881313649005,0.0019093027958389244,1196.0,True,True,False,rect
372.0,91,93,0.14835593609874215,0,0.3526641065098697,0.036321452517535574,22752.0,True,True,False,rect
372.0,80,92,0.5277602900328205,0,0.6669669821710481,0.0341726886687042,10400.0,True,True,False,rect
372.0,92,1108,0.36585002939276773,0,0.6669669821710481,0.025592000936559726,16031.0,True,True,False,rect
373.0,91,93,0.08026435406982557,0,0.3240862589026818,0.008922318834410341,5589.0,True,True,False,rect
373.0,80,92,0.49597140273895435,0,0.64245771088808,0.0341726886687042,15015.0,True,True,False,rect
